extreme,rank,metric_key,metric_label,codebase_id,codebase_name,programming_language,version_id,version_number,sample_number,metric_level,file_path,function_name,function_start_line,function_end_line,value
min,3,effective_lines_of_code,Effective LOC/File,a81fc79f-6ea8-409c-8690-f034ab9400d8,BinaryAnalysisPlatform__bap (sample analysis: 10 samples),Ocaml,e29426e0-5415-4dd3-a222-8d42b2fa69fe,5,5,file,lib/bap_api/bap_api_attr.ml,,,,0
min,4,effective_lines_of_code,Effective LOC/File,a81fc79f-6ea8-409c-8690-f034ab9400d8,BinaryAnalysisPlatform__bap (sample analysis: 10 samples),Ocaml,e29426e0-5415-4dd3-a222-8d42b2fa69fe,5,5,file,lib/bap_api/bap_api_attr.mli,,,,0
min,5,effective_lines_of_code,Effective LOC/File,a81fc79f-6ea8-409c-8690-f034ab9400d8,BinaryAnalysisPlatform__bap (sample analysis: 10 samples),Ocaml,e29426e0-5415-4dd3-a222-8d42b2fa69fe,5,5,file,lib/bap_language/bap_language.mli,,,,0
max,1,effective_lines_of_code,Effective LOC/File,729d4ded-b025-47be-ae9b-ed0561b8f9e6,bcpierce00__unison (sample analysis: 10 samples),Ocaml,ebd72262-10d0-4975-877c-e775f90f97c5,5,5,file,src/strings.ml,,,,4480
max,2,effective_lines_of_code,Effective LOC/File,729d4ded-b025-47be-ae9b-ed0561b8f9e6,bcpierce00__unison (sample analysis: 10 samples),Ocaml,ebd72262-10d0-4975-877c-e775f90f97c5,5,5,file,src/uigtk2.ml,,,,3525
max,3,effective_lines_of_code,Effective LOC/File,e9d92337-e257-41dd-9d58-bc6f84121654,astrada__google-drive-ocamlfuse (sample analysis: 10 samples),Ocaml,9758bb80-9a74-4ba7-a4f1-9d730eab79d6,5,5,file,src/drive.ml,,,,2380
max,4,effective_lines_of_code,Effective LOC/File,e749ce64-7ffd-4d8c-a44a-47ef93013510,airbus-seclab__bincat (sample analysis: 10 samples),Ocaml,1f6ce7d6-c1f5-4741-b9d7-720340d1296d,5,5,file,ocaml/src/disassembly/core_x86.ml,,,,2340
max,5,effective_lines_of_code,Effective LOC/File,a81fc79f-6ea8-409c-8690-f034ab9400d8,BinaryAnalysisPlatform__bap (sample analysis: 10 samples),Ocaml,e29426e0-5415-4dd3-a222-8d42b2fa69fe,5,5,file,lib/knowledge/bap_knowledge.ml,,,,2078
min,1,comment_lines_of_code,Comment LOC/File,069ad96b-3762-4b18-b863-c8f40f8d0442,AlistGo__alist (sample analysis: 10 samples),Golang,8fbff1ed-ea25-4665-b0d2-e29807c1d1de,5,5,file,cmd/common.go,,,,0
min,2,comment_lines_of_code,Comment LOC/File,069ad96b-3762-4b18-b863-c8f40f8d0442,AlistGo__alist (sample analysis: 10 samples),Golang,8fbff1ed-ea25-4665-b0d2-e29807c1d1de,5,5,file,cmd/flags/config.go,,,,0
min,3,comment_lines_of_code,Comment LOC/File,069ad96b-3762-4b18-b863-c8f40f8d0442,AlistGo__alist (sample analysis: 10 samples),Golang,8fbff1ed-ea25-4665-b0d2-e29807c1d1de,5,5,file,cmd/root.go,,,,0
min,4,comment_lines_of_code,Comment LOC/File,069ad96b-3762-4b18-b863-c8f40f8d0442,AlistGo__alist (sample analysis: 10 samples),Golang,8fbff1ed-ea25-4665-b0d2-e29807c1d1de,5,5,file,cmd/user.go,,,,0
min,5,comment_lines_of_code,Comment LOC/File,069ad96b-3762-4b18-b863-c8f40f8d0442,AlistGo__alist (sample analysis: 10 samples),Golang,8fbff1ed-ea25-4665-b0d2-e29807c1d1de,5,5,file,drivers/115/types.go,,,,0
max,1,comment_lines_of_code,Comment LOC/File,a81fc79f-6ea8-409c-8690-f034ab9400d8,BinaryAnalysisPlatform__bap (sample analysis: 10 samples),Ocaml,e29426e0-5415-4dd3-a222-8d42b2fa69fe,5,5,file,lib/bap/bap.mli,,,,5313
max,2,comment_lines_of_code,Comment LOC/File,a81fc79f-6ea8-409c-8690-f034ab9400d8,BinaryAnalysisPlatform__bap (sample analysis: 10 samples),Ocaml,e29426e0-5415-4dd3-a222-8d42b2fa69fe,5,5,file,lib/bap_core_theory/bap_core_theory.mli,,,,1962
max,3,comment_lines_of_code,Comment LOC/File,a81fc79f-6ea8-409c-8690-f034ab9400d8,BinaryAnalysisPlatform__bap (sample analysis: 10 samples),Ocaml,e29426e0-5415-4dd3-a222-8d42b2fa69fe,5,5,file,lib/bap_primus/bap_primus.mli,,,,1761
max,4,comment_lines_of_code,Comment LOC/File,27c2b119-0bb1-44ad-8d53-458f0cca57e7,camlworks__dream (sample analysis: 10 samples),Ocaml,a6096713-4b20-41d3-99d3-2936b0d88243,5,5,file,src/dream.mli,,,,1719
max,5,comment_lines_of_code,Comment LOC/File,27c2b119-0bb1-44ad-8d53-458f0cca57e7,camlworks__dream (sample analysis: 10 samples),Ocaml,a6096713-4b20-41d3-99d3-2936b0d88243,5,5,file,src/mirage/mirage.mli,,,,1425
min,1,bracket_lines_of_code,Bracket LOC/File,069ad96b-3762-4b18-b863-c8f40f8d0442,AlistGo__alist (sample analysis: 10 samples),Golang,8fbff1ed-ea25-4665-b0d2-e29807c1d1de,5,5,file,drivers/alias/types.go,,,,0
min,2,bracket_lines_of_code,Bracket LOC/File,069ad96b-3762-4b18-b863-c8f40f8d0442,AlistGo__alist (sample analysis: 10 samples),Golang,8fbff1ed-ea25-4665-b0d2-e29807c1d1de,5,5,file,drivers/alist_v2/util.go,,,,0
min,3,bracket_lines_of_code,Bracket LOC/File,069ad96b-3762-4b18-b863-c8f40f8d0442,AlistGo__alist (sample analysis: 10 samples),Golang,8fbff1ed-ea25-4665-b0d2-e29807c1d1de,5,5,file,drivers/baidu_share/types.go,,,,0
min,4,bracket_lines_of_code,Bracket LOC/File,069ad96b-3762-4b18-b863-c8f40f8d0442,AlistGo__alist (sample analysis: 10 samples),Golang,8fbff1ed-ea25-4665-b0d2-e29807c1d1de,5,5,file,drivers/baidu_share/util.go,,,,0
min,5,bracket_lines_of_code,Bracket LOC/File,069ad96b-3762-4b18-b863-c8f40f8d0442,AlistGo__alist (sample analysis: 10 samples),Golang,8fbff1ed-ea25-4665-b0d2-e29807c1d1de,5,5,file,drivers/base/util.go,,,,0
max,1,bracket_lines_of_code,Bracket LOC/File,24cc32f1-80f1-40da-9ad5-e2285210d73d,router-for-me__CLIProxyAPI (sample analysis: 10 samples),Golang,64de7478-02d1-40eb-a840-f1cb456606c3,5,5,file,internal/api/handlers/management/auth_files.go,,,,381
max,2,bracket_lines_of_code,Bracket LOC/File,24cc32f1-80f1-40da-9ad5-e2285210d73d,router-for-me__CLIProxyAPI (sample analysis: 10 samples),Golang,64de7478-02d1-40eb-a840-f1cb456606c3,5,5,file,internal/watcher/watcher.go,,,,377
max,3,bracket_lines_of_code,Bracket LOC/File,3e629e34-e52d-445d-9487-cfbcb29d77e8,junegunn__fzf (sample analysis: 10 samples),Golang,7b60b226-3724-45ad-afe0-1b4607ddefd4,5,5,file,src/terminal.go,,,,335
max,4,bracket_lines_of_code,Bracket LOC/File,9539fa79-4e99-4b7c-8679-62b23d3abedd,go-gorm__gorm (sample analysis: 10 samples),Golang,14b3a778-51d7-49e5-9b43-34d6ebaece80,5,5,file,preload_test.go,,,,334
max,5,bracket_lines_of_code,Bracket LOC/File,24cc32f1-80f1-40da-9ad5-e2285210d73d,router-for-me__CLIProxyAPI (sample analysis: 10 samples),Golang,64de7478-02d1-40eb-a840-f1cb456606c3,5,5,file,sdk/cliproxy/auth/manager.go,,,,320
min,1,total_cyclomatic,Total Cyclomatic/File,069ad96b-3762-4b18-b863-c8f40f8d0442,AlistGo__alist (sample analysis: 10 samples),Golang,8fbff1ed-ea25-4665-b0d2-e29807c1d1de,5,5,file,cmd/flags/config.go,,,,0
min,2,total_cyclomatic,Total Cyclomatic/File,069ad96b-3762-4b18-b863-c8f40f8d0442,AlistGo__alist (sample analysis: 10 samples),Golang,8fbff1ed-ea25-4665-b0d2-e29807c1d1de,5,5,file,drivers/139/types.go,,,,0
min,3,total_cyclomatic,Total Cyclomatic/File,069ad96b-3762-4b18-b863-c8f40f8d0442,AlistGo__alist (sample analysis: 10 samples),Golang,8fbff1ed-ea25-4665-b0d2-e29807c1d1de,5,5,file,drivers/189/types.go,,,,0
min,4,total_cyclomatic,Total Cyclomatic/File,069ad96b-3762-4b18-b863-c8f40f8d0442,AlistGo__alist (sample analysis: 10 samples),Golang,8fbff1ed-ea25-4665-b0d2-e29807c1d1de,5,5,file,drivers/alias/types.go,,,,0
min,5,total_cyclomatic,Total Cyclomatic/File,069ad96b-3762-4b18-b863-c8f40f8d0442,AlistGo__alist (sample analysis: 10 samples),Golang,8fbff1ed-ea25-4665-b0d2-e29807c1d1de,5,5,file,drivers/alist_v2/types.go,,,,0
max,1,total_cyclomatic,Total Cyclomatic/File,e749ce64-7ffd-4d8c-a44a-47ef93013510,airbus-seclab__bincat (sample analysis: 10 samples),Ocaml,1f6ce7d6-c1f5-4741-b9d7-720340d1296d,5,5,file,ocaml/src/disassembly/core_x86.ml,,,,802
max,2,total_cyclomatic,Total Cyclomatic/File,e9d92337-e257-41dd-9d58-bc6f84121654,astrada__google-drive-ocamlfuse (sample analysis: 10 samples),Ocaml,9758bb80-9a74-4ba7-a4f1-9d730eab79d6,5,5,file,src/mime.ml,,,,771
max,3,total_cyclomatic,Total Cyclomatic/File,729d4ded-b025-47be-ae9b-ed0561b8f9e6,bcpierce00__unison (sample analysis: 10 samples),Ocaml,ebd72262-10d0-4975-877c-e775f90f97c5,5,5,file,src/uigtk2.ml,,,,653
max,4,total_cyclomatic,Total Cyclomatic/File,a81fc79f-6ea8-409c-8690-f034ab9400d8,BinaryAnalysisPlatform__bap (sample analysis: 10 samples),Ocaml,e29426e0-5415-4dd3-a222-8d42b2fa69fe,5,5,file,plugins/x86/x86_disasm.ml,,,,613
max,5,total_cyclomatic,Total Cyclomatic/File,e749ce64-7ffd-4d8c-a44a-47ef93013510,airbus-seclab__bincat (sample analysis: 10 samples),Ocaml,1f6ce7d6-c1f5-4741-b9d7-720340d1296d,5,5,file,ocaml/src/disassembly/armv7.ml,,,,586
min,1,maintainability_index_three_property,Maintainability Index Three Property,e749ce64-7ffd-4d8c-a44a-47ef93013510,airbus-seclab__bincat (sample analysis: 10 samples),Ocaml,1f6ce7d6-c1f5-4741-b9d7-720340d1296d,5,5,file,ocaml/src/disassembly/core_x86.ml,,,,-202.13174719459585
min,2,maintainability_index_three_property,Maintainability Index Three Property,729d4ded-b025-47be-ae9b-ed0561b8f9e6,bcpierce00__unison (sample analysis: 10 samples),Ocaml,ebd72262-10d0-4975-877c-e775f90f97c5,5,5,file,src/uigtk2.ml,,,,-174.9591609052173
min,3,maintainability_index_three_property,Maintainability Index Three Property,e9d92337-e257-41dd-9d58-bc6f84121654,astrada__google-drive-ocamlfuse (sample analysis: 10 samples),Ocaml,9758bb80-9a74-4ba7-a4f1-9d730eab79d6,5,5,file,src/mime.ml,,,,-168.98093199174266
min,4,maintainability_index_three_property,Maintainability Index Three Property,e9d92337-e257-41dd-9d58-bc6f84121654,astrada__google-drive-ocamlfuse (sample analysis: 10 samples),Ocaml,9758bb80-9a74-4ba7-a4f1-9d730eab79d6,5,5,function,src/mime.ml,map_filename_to_mime_type:3:5,3,777,-168.95336740886134
min,5,maintainability_index_three_property,Maintainability Index Three Property,a81fc79f-6ea8-409c-8690-f034ab9400d8,BinaryAnalysisPlatform__bap (sample analysis: 10 samples),Ocaml,e29426e0-5415-4dd3-a222-8d42b2fa69fe,5,5,file,plugins/x86/x86_disasm.ml,,,,-142.55339418845261
max,1,maintainability_index_three_property,Maintainability Index Three Property,729d4ded-b025-47be-ae9b-ed0561b8f9e6,bcpierce00__unison (sample analysis: 10 samples),Ocaml,ebd72262-10d0-4975-877c-e775f90f97c5,5,5,file,src/lwt/win/lwt_win.ml,,,,167.39563466108828
max,2,maintainability_index_three_property,Maintainability Index Three Property,729d4ded-b025-47be-ae9b-ed0561b8f9e6,bcpierce00__unison (sample analysis: 10 samples),Ocaml,ebd72262-10d0-4975-877c-e775f90f97c5,5,5,file,src/lwt/lwt_unix.ml,,,,167.39563466108828
max,3,maintainability_index_three_property,Maintainability Index Three Property,e8c37d0d-f999-4ab0-9696-770ba31bbe18,gin-gonic__gin (sample analysis: 10 samples),Golang,254e980c-3a56-4027-98f0-4227ed4866aa,5,5,file,doc.go,,,,167.39563466108828
max,4,maintainability_index_three_property,Maintainability Index Three Property,069ad96b-3762-4b18-b863-c8f40f8d0442,AlistGo__alist (sample analysis: 10 samples),Golang,8fbff1ed-ea25-4665-b0d2-e29807c1d1de,5,5,file,pkg/gowebdav/doc.go,,,,167.39563466108828
max,5,maintainability_index_three_property,Maintainability Index Three Property,069ad96b-3762-4b18-b863-c8f40f8d0442,AlistGo__alist (sample analysis: 10 samples),Golang,8fbff1ed-ea25-4665-b0d2-e29807c1d1de,5,5,file,internal/message/ws.go,,,,167.39563466108828
min,1,maintainability_index_four_property,Maintainability Index Four Property,729d4ded-b025-47be-ae9b-ed0561b8f9e6,bcpierce00__unison (sample analysis: 10 samples),Ocaml,ebd72262-10d0-4975-877c-e775f90f97c5,5,5,file,src/uigtk2.ml,,,,-206.66376907220481
min,2,maintainability_index_four_property,Maintainability Index Four Property,a81fc79f-6ea8-409c-8690-f034ab9400d8,BinaryAnalysisPlatform__bap (sample analysis: 10 samples),Ocaml,e29426e0-5415-4dd3-a222-8d42b2fa69fe,5,5,file,plugins/x86/x86_disasm.ml,,,,-184.0750441901796
min,3,maintainability_index_four_property,Maintainability Index Four Property,e9d92337-e257-41dd-9d58-bc6f84121654,astrada__google-drive-ocamlfuse (sample analysis: 10 samples),Ocaml,9758bb80-9a74-4ba7-a4f1-9d730eab79d6,5,5,file,src/mime.ml,,,,-168.98093199174266
min,4,maintainability_index_four_property,Maintainability Index Four Property,e9d92337-e257-41dd-9d58-bc6f84121654,astrada__google-drive-ocamlfuse (sample analysis: 10 samples),Ocaml,9758bb80-9a74-4ba7-a4f1-9d730eab79d6,5,5,function,src/mime.ml,map_filename_to_mime_type:3:5,3,777,-168.95336740886134
min,5,maintainability_index_four_property,Maintainability Index Four Property,e749ce64-7ffd-4d8c-a44a-47ef93013510,airbus-seclab__bincat (sample analysis: 10 samples),Ocaml,1f6ce7d6-c1f5-4741-b9d7-720340d1296d,5,5,file,ocaml/src/loaders/elf_core.ml,,,,-161.5417344202986
max,1,maintainability_index_four_property,Maintainability Index Four Property,729d4ded-b025-47be-ae9b-ed0561b8f9e6,bcpierce00__unison (sample analysis: 10 samples),Ocaml,ebd72262-10d0-4975-877c-e775f90f97c5,5,5,file,src/system.mli,,,,212.47506063933207
max,2,maintainability_index_four_property,Maintainability Index Four Property,729d4ded-b025-47be-ae9b-ed0561b8f9e6,bcpierce00__unison (sample analysis: 10 samples),Ocaml,ebd72262-10d0-4975-877c-e775f90f97c5,5,5,file,src/uigtk.mli,,,,209.7696644143026
max,3,maintainability_index_four_property,Maintainability Index Four Property,729d4ded-b025-47be-ae9b-ed0561b8f9e6,bcpierce00__unison (sample analysis: 10 samples),Ocaml,ebd72262-10d0-4975-877c-e775f90f97c5,5,5,file,src/test.mli,,,,208.6093179474687
max,4,maintainability_index_four_property,Maintainability Index Four Property,e749ce64-7ffd-4d8c-a44a-47ef93013510,airbus-seclab__bincat (sample analysis: 10 samples),Ocaml,1f6ce7d6-c1f5-4741-b9d7-720340d1296d,5,5,file,ocaml/src/npk/newspeak/npk2lpk.mli,,,,200.04418106024286
max,5,maintainability_index_four_property,Maintainability Index Four Property,e749ce64-7ffd-4d8c-a44a-47ef93013510,airbus-seclab__bincat (sample analysis: 10 samples),Ocaml,1f6ce7d6-c1f5-4741-b9d7-720340d1296d,5,5,file,ocaml/src/npk/c2newspeak/bare2C.mli,,,,200.04418106024286
min,1,maintainability_index_visual_studio,Maintainability Index Visual Studio,069ad96b-3762-4b18-b863-c8f40f8d0442,AlistGo__alist (sample analysis: 10 samples),Golang,8fbff1ed-ea25-4665-b0d2-e29807c1d1de,5,5,file,drivers/189pc/utils.go,,,,0
min,2,maintainability_index_visual_studio,Maintainability Index Visual Studio,069ad96b-3762-4b18-b863-c8f40f8d0442,AlistGo__alist (sample analysis: 10 samples),Golang,8fbff1ed-ea25-4665-b0d2-e29807c1d1de,5,5,file,internal/op/fs.go,,,,0
min,3,maintainability_index_visual_studio,Maintainability Index Visual Studio,069ad96b-3762-4b18-b863-c8f40f8d0442,AlistGo__alist (sample analysis: 10 samples),Golang,8fbff1ed-ea25-4665-b0d2-e29807c1d1de,5,5,file,server/webdav/internal/xml/marshal.go,,,,0
min,4,maintainability_index_visual_studio,Maintainability Index Visual Studio,069ad96b-3762-4b18-b863-c8f40f8d0442,AlistGo__alist (sample analysis: 10 samples),Golang,8fbff1ed-ea25-4665-b0d2-e29807c1d1de,5,5,file,server/webdav/internal/xml/marshal_test.go,,,,0
min,5,maintainability_index_visual_studio,Maintainability Index Visual Studio,069ad96b-3762-4b18-b863-c8f40f8d0442,AlistGo__alist (sample analysis: 10 samples),Golang,8fbff1ed-ea25-4665-b0d2-e29807c1d1de,5,5,file,server/webdav/internal/xml/read.go,,,,0
max,1,maintainability_index_visual_studio,Maintainability Index Visual Studio,729d4ded-b025-47be-ae9b-ed0561b8f9e6,bcpierce00__unison (sample analysis: 10 samples),Ocaml,ebd72262-10d0-4975-877c-e775f90f97c5,5,5,file,src/lwt/win/lwt_win.ml,,,,97.89218401233234
max,2,maintainability_index_visual_studio,Maintainability Index Visual Studio,729d4ded-b025-47be-ae9b-ed0561b8f9e6,bcpierce00__unison (sample analysis: 10 samples),Ocaml,ebd72262-10d0-4975-877c-e775f90f97c5,5,5,file,src/lwt/lwt_unix.ml,,,,97.89218401233234
max,3,maintainability_index_visual_studio,Maintainability Index Visual Studio,e8c37d0d-f999-4ab0-9696-770ba31bbe18,gin-gonic__gin (sample analysis: 10 samples),Golang,254e980c-3a56-4027-98f0-4227ed4866aa,5,5,file,doc.go,,,,97.89218401233234
max,4,maintainability_index_visual_studio,Maintainability Index Visual Studio,069ad96b-3762-4b18-b863-c8f40f8d0442,AlistGo__alist (sample analysis: 10 samples),Golang,8fbff1ed-ea25-4665-b0d2-e29807c1d1de,5,5,file,pkg/gowebdav/doc.go,,,,97.89218401233234
max,5,maintainability_index_visual_studio,Maintainability Index Visual Studio,069ad96b-3762-4b18-b863-c8f40f8d0442,AlistGo__alist (sample analysis: 10 samples),Golang,8fbff1ed-ea25-4665-b0d2-e29807c1d1de,5,5,file,internal/message/ws.go,,,,97.89218401233234
min,1,maintainability_index_comment_percentage,Maintainability Index Comment Percentage,069ad96b-3762-4b18-b863-c8f40f8d0442,AlistGo__alist (sample analysis: 10 samples),Golang,8fbff1ed-ea25-4665-b0d2-e29807c1d1de,5,5,function,cmd/admin.go,setAdminPassword:67:6,67,84,0
min,2,maintainability_index_comment_percentage,Maintainability Index Comment Percentage,069ad96b-3762-4b18-b863-c8f40f8d0442,AlistGo__alist (sample analysis: 10 samples),Golang,8fbff1ed-ea25-4665-b0d2-e29807c1d1de,5,5,file,cmd/common.go,,,,0
min,3,maintainability_index_comment_percentage,Maintainability Index Comment Percentage,069ad96b-3762-4b18-b863-c8f40f8d0442,AlistGo__alist (sample analysis: 10 samples),Golang,8fbff1ed-ea25-4665-b0d2-e29807c1d1de,5,5,function,cmd/common.go,Init:15:6,15,21,0
min,4,maintainability_index_comment_percentage,Maintainability Index Comment Percentage,069ad96b-3762-4b18-b863-c8f40f8d0442,AlistGo__alist (sample analysis: 10 samples),Golang,8fbff1ed-ea25-4665-b0d2-e29807c1d1de,5,5,function,cmd/common.go,Release:23:6,23,25,0
min,5,maintainability_index_comment_percentage,Maintainability Index Comment Percentage,069ad96b-3762-4b18-b863-c8f40f8d0442,AlistGo__alist (sample analysis: 10 samples),Golang,8fbff1ed-ea25-4665-b0d2-e29807c1d1de,5,5,function,cmd/common.go,initDaemon:30:6,30,49,0
max,1,maintainability_index_comment_percentage,Maintainability Index Comment Percentage,a81fc79f-6ea8-409c-8690-f034ab9400d8,BinaryAnalysisPlatform__bap (sample analysis: 10 samples),Ocaml,e29426e0-5415-4dd3-a222-8d42b2fa69fe,5,5,file,lib/bap_main/bap_main.mli,,,,119600
max,2,maintainability_index_comment_percentage,Maintainability Index Comment Percentage,a81fc79f-6ea8-409c-8690-f034ab9400d8,BinaryAnalysisPlatform__bap (sample analysis: 10 samples),Ocaml,e29426e0-5415-4dd3-a222-8d42b2fa69fe,5,5,file,lib/ogre/ogre.mli,,,,51300
max,3,maintainability_index_comment_percentage,Maintainability Index Comment Percentage,a81fc79f-6ea8-409c-8690-f034ab9400d8,BinaryAnalysisPlatform__bap (sample analysis: 10 samples),Ocaml,e29426e0-5415-4dd3-a222-8d42b2fa69fe,5,5,file,lib/bap_primus/bap_primus_lisp_context.mli,,,,26200
max,4,maintainability_index_comment_percentage,Maintainability Index Comment Percentage,a81fc79f-6ea8-409c-8690-f034ab9400d8,BinaryAnalysisPlatform__bap (sample analysis: 10 samples),Ocaml,e29426e0-5415-4dd3-a222-8d42b2fa69fe,5,5,file,lib/bap_lisp/bap_lisp__context.mli,,,,26100
max,5,maintainability_index_comment_percentage,Maintainability Index Comment Percentage,a81fc79f-6ea8-409c-8690-f034ab9400d8,BinaryAnalysisPlatform__bap (sample analysis: 10 samples),Ocaml,e29426e0-5415-4dd3-a222-8d42b2fa69fe,5,5,file,lib/bare/bare.mli,,,,21800
