extreme,rank,metric_key,metric_label,codebase_id,codebase_name,programming_language,version_id,version_number,sample_number,metric_level,file_path,function_name,function_start_line,function_end_line,value
min,4,effective_lines_of_code_with_brackets,Effective LOC With Brackets/File,a81fc79f-6ea8-409c-8690-f034ab9400d8,BinaryAnalysisPlatform__bap (sample analysis: 10 samples),Ocaml,79e5d616-c487-4523-b0f9-b6bc30e4a720,7,7,file,lib/bap_api/bap_api_attr.mli,,,,0
min,5,effective_lines_of_code_with_brackets,Effective LOC With Brackets/File,a81fc79f-6ea8-409c-8690-f034ab9400d8,BinaryAnalysisPlatform__bap (sample analysis: 10 samples),Ocaml,79e5d616-c487-4523-b0f9-b6bc30e4a720,7,7,file,lib/bap_c/bap_c_abi.mli,,,,0
max,1,effective_lines_of_code_with_brackets,Effective LOC With Brackets/File,729d4ded-b025-47be-ae9b-ed0561b8f9e6,bcpierce00__unison (sample analysis: 10 samples),Ocaml,d590ca73-3c0e-4043-8b8f-ddcbc5f16929,7,7,file,src/strings.ml,,,,4691
max,2,effective_lines_of_code_with_brackets,Effective LOC With Brackets/File,729d4ded-b025-47be-ae9b-ed0561b8f9e6,bcpierce00__unison (sample analysis: 10 samples),Ocaml,d590ca73-3c0e-4043-8b8f-ddcbc5f16929,7,7,file,src/uigtk2.ml,,,,3530
max,3,effective_lines_of_code_with_brackets,Effective LOC With Brackets/File,a81fc79f-6ea8-409c-8690-f034ab9400d8,BinaryAnalysisPlatform__bap (sample analysis: 10 samples),Ocaml,79e5d616-c487-4523-b0f9-b6bc30e4a720,7,7,file,lib/knowledge/bap_knowledge.ml,,,,2857
max,4,effective_lines_of_code_with_brackets,Effective LOC With Brackets/File,e9d92337-e257-41dd-9d58-bc6f84121654,astrada__google-drive-ocamlfuse (sample analysis: 10 samples),Ocaml,437c1c54-98cc-4ca1-bcd3-65ba2213a1ee,7,7,file,src/drive.ml,,,,2820
max,5,effective_lines_of_code_with_brackets,Effective LOC With Brackets/File,3e629e34-e52d-445d-9487-cfbcb29d77e8,junegunn__fzf (sample analysis: 10 samples),Golang,83725aab-d5f2-4947-952a-e1fe3f96abc4,7,7,file,src/terminal.go,,,,2601
min,1,effective_lines_of_code,Effective LOC/File,e8c37d0d-f999-4ab0-9696-770ba31bbe18,gin-gonic__gin (sample analysis: 10 samples),Golang,0f626e20-bf6a-4847-9ff3-424a5dc8b416,7,7,file,doc.go,,,,0
min,2,effective_lines_of_code,Effective LOC/File,a81fc79f-6ea8-409c-8690-f034ab9400d8,BinaryAnalysisPlatform__bap (sample analysis: 10 samples),Ocaml,79e5d616-c487-4523-b0f9-b6bc30e4a720,7,7,file,lib/bap/bap_init_toplevel.mli,,,,0
min,3,effective_lines_of_code,Effective LOC/File,a81fc79f-6ea8-409c-8690-f034ab9400d8,BinaryAnalysisPlatform__bap (sample analysis: 10 samples),Ocaml,79e5d616-c487-4523-b0f9-b6bc30e4a720,7,7,file,lib/bap_api/bap_api_attr.ml,,,,0
min,4,effective_lines_of_code,Effective LOC/File,a81fc79f-6ea8-409c-8690-f034ab9400d8,BinaryAnalysisPlatform__bap (sample analysis: 10 samples),Ocaml,79e5d616-c487-4523-b0f9-b6bc30e4a720,7,7,file,lib/bap_api/bap_api_attr.mli,,,,0
min,5,effective_lines_of_code,Effective LOC/File,a81fc79f-6ea8-409c-8690-f034ab9400d8,BinaryAnalysisPlatform__bap (sample analysis: 10 samples),Ocaml,79e5d616-c487-4523-b0f9-b6bc30e4a720,7,7,file,lib/bap_c/bap_c_abi.mli,,,,0
max,1,effective_lines_of_code,Effective LOC/File,729d4ded-b025-47be-ae9b-ed0561b8f9e6,bcpierce00__unison (sample analysis: 10 samples),Ocaml,d590ca73-3c0e-4043-8b8f-ddcbc5f16929,7,7,file,src/strings.ml,,,,4691
max,2,effective_lines_of_code,Effective LOC/File,729d4ded-b025-47be-ae9b-ed0561b8f9e6,bcpierce00__unison (sample analysis: 10 samples),Ocaml,d590ca73-3c0e-4043-8b8f-ddcbc5f16929,7,7,file,src/uigtk2.ml,,,,3530
max,3,effective_lines_of_code,Effective LOC/File,a81fc79f-6ea8-409c-8690-f034ab9400d8,BinaryAnalysisPlatform__bap (sample analysis: 10 samples),Ocaml,79e5d616-c487-4523-b0f9-b6bc30e4a720,7,7,file,lib/knowledge/bap_knowledge.ml,,,,2798
max,4,effective_lines_of_code,Effective LOC/File,e9d92337-e257-41dd-9d58-bc6f84121654,astrada__google-drive-ocamlfuse (sample analysis: 10 samples),Ocaml,437c1c54-98cc-4ca1-bcd3-65ba2213a1ee,7,7,file,src/drive.ml,,,,2776
max,5,effective_lines_of_code,Effective LOC/File,e749ce64-7ffd-4d8c-a44a-47ef93013510,airbus-seclab__bincat (sample analysis: 10 samples),Ocaml,27537c90-084d-499b-8dfc-8af835951835,7,7,file,ocaml/src/disassembly/core_x86.ml,,,,2442
min,1,comment_lines_of_code,Comment LOC/File,069ad96b-3762-4b18-b863-c8f40f8d0442,AlistGo__alist (sample analysis: 10 samples),Golang,f901f769-c6da-4f32-a6bd-125da4c20252,7,7,file,cmd/common.go,,,,0
min,2,comment_lines_of_code,Comment LOC/File,069ad96b-3762-4b18-b863-c8f40f8d0442,AlistGo__alist (sample analysis: 10 samples),Golang,f901f769-c6da-4f32-a6bd-125da4c20252,7,7,file,cmd/flags/config.go,,,,0
min,3,comment_lines_of_code,Comment LOC/File,069ad96b-3762-4b18-b863-c8f40f8d0442,AlistGo__alist (sample analysis: 10 samples),Golang,f901f769-c6da-4f32-a6bd-125da4c20252,7,7,file,cmd/root.go,,,,0
min,4,comment_lines_of_code,Comment LOC/File,069ad96b-3762-4b18-b863-c8f40f8d0442,AlistGo__alist (sample analysis: 10 samples),Golang,f901f769-c6da-4f32-a6bd-125da4c20252,7,7,file,cmd/user.go,,,,0
min,5,comment_lines_of_code,Comment LOC/File,069ad96b-3762-4b18-b863-c8f40f8d0442,AlistGo__alist (sample analysis: 10 samples),Golang,f901f769-c6da-4f32-a6bd-125da4c20252,7,7,file,drivers/115/types.go,,,,0
max,1,comment_lines_of_code,Comment LOC/File,a81fc79f-6ea8-409c-8690-f034ab9400d8,BinaryAnalysisPlatform__bap (sample analysis: 10 samples),Ocaml,79e5d616-c487-4523-b0f9-b6bc30e4a720,7,7,file,lib/bap/bap.mli,,,,6960
max,2,comment_lines_of_code,Comment LOC/File,a81fc79f-6ea8-409c-8690-f034ab9400d8,BinaryAnalysisPlatform__bap (sample analysis: 10 samples),Ocaml,79e5d616-c487-4523-b0f9-b6bc30e4a720,7,7,file,lib/bap_primus/bap_primus.mli,,,,3051
max,3,comment_lines_of_code,Comment LOC/File,a81fc79f-6ea8-409c-8690-f034ab9400d8,BinaryAnalysisPlatform__bap (sample analysis: 10 samples),Ocaml,79e5d616-c487-4523-b0f9-b6bc30e4a720,7,7,file,lib/bap_core_theory/bap_core_theory.mli,,,,2967
max,4,comment_lines_of_code,Comment LOC/File,27c2b119-0bb1-44ad-8d53-458f0cca57e7,camlworks__dream (sample analysis: 10 samples),Ocaml,f5a614bb-2317-49e8-8b5d-fb92251b65e7,7,7,file,src/dream.mli,,,,1720
max,5,comment_lines_of_code,Comment LOC/File,27c2b119-0bb1-44ad-8d53-458f0cca57e7,camlworks__dream (sample analysis: 10 samples),Ocaml,f5a614bb-2317-49e8-8b5d-fb92251b65e7,7,7,file,src/mirage/mirage.mli,,,,1421
min,1,bracket_lines_of_code,Bracket LOC/File,069ad96b-3762-4b18-b863-c8f40f8d0442,AlistGo__alist (sample analysis: 10 samples),Golang,f901f769-c6da-4f32-a6bd-125da4c20252,7,7,file,drivers/alias/types.go,,,,0
min,2,bracket_lines_of_code,Bracket LOC/File,069ad96b-3762-4b18-b863-c8f40f8d0442,AlistGo__alist (sample analysis: 10 samples),Golang,f901f769-c6da-4f32-a6bd-125da4c20252,7,7,file,drivers/alist_v2/util.go,,,,0
min,3,bracket_lines_of_code,Bracket LOC/File,069ad96b-3762-4b18-b863-c8f40f8d0442,AlistGo__alist (sample analysis: 10 samples),Golang,f901f769-c6da-4f32-a6bd-125da4c20252,7,7,file,drivers/baidu_share/types.go,,,,0
min,4,bracket_lines_of_code,Bracket LOC/File,069ad96b-3762-4b18-b863-c8f40f8d0442,AlistGo__alist (sample analysis: 10 samples),Golang,f901f769-c6da-4f32-a6bd-125da4c20252,7,7,file,drivers/baidu_share/util.go,,,,0
min,5,bracket_lines_of_code,Bracket LOC/File,069ad96b-3762-4b18-b863-c8f40f8d0442,AlistGo__alist (sample analysis: 10 samples),Golang,f901f769-c6da-4f32-a6bd-125da4c20252,7,7,file,drivers/base/util.go,,,,0
max,1,bracket_lines_of_code,Bracket LOC/File,24cc32f1-80f1-40da-9ad5-e2285210d73d,router-for-me__CLIProxyAPI (sample analysis: 10 samples),Golang,e65931c9-f7fc-4c7e-82ed-719b9a266861,7,7,file,sdk/cliproxy/auth/conductor.go,,,,498
max,2,bracket_lines_of_code,Bracket LOC/File,3e629e34-e52d-445d-9487-cfbcb29d77e8,junegunn__fzf (sample analysis: 10 samples),Golang,83725aab-d5f2-4947-952a-e1fe3f96abc4,7,7,file,src/terminal.go,,,,449
max,3,bracket_lines_of_code,Bracket LOC/File,24cc32f1-80f1-40da-9ad5-e2285210d73d,router-for-me__CLIProxyAPI (sample analysis: 10 samples),Golang,e65931c9-f7fc-4c7e-82ed-719b9a266861,7,7,file,internal/api/handlers/management/auth_files.go,,,,428
max,4,bracket_lines_of_code,Bracket LOC/File,24e65021-62fe-4607-8cfb-8f06e8e5257f,spf13__cobra (sample analysis: 10 samples),Golang,7ef78c05-66e0-4001-a92d-efd04b3e2219,7,7,file,completions_test.go,,,,366
max,5,bracket_lines_of_code,Bracket LOC/File,24e65021-62fe-4607-8cfb-8f06e8e5257f,spf13__cobra (sample analysis: 10 samples),Golang,7ef78c05-66e0-4001-a92d-efd04b3e2219,7,7,file,command_test.go,,,,356
min,1,total_cyclomatic,Total Cyclomatic/File,069ad96b-3762-4b18-b863-c8f40f8d0442,AlistGo__alist (sample analysis: 10 samples),Golang,f901f769-c6da-4f32-a6bd-125da4c20252,7,7,file,cmd/flags/config.go,,,,0
min,2,total_cyclomatic,Total Cyclomatic/File,069ad96b-3762-4b18-b863-c8f40f8d0442,AlistGo__alist (sample analysis: 10 samples),Golang,f901f769-c6da-4f32-a6bd-125da4c20252,7,7,file,drivers/139/types.go,,,,0
min,3,total_cyclomatic,Total Cyclomatic/File,069ad96b-3762-4b18-b863-c8f40f8d0442,AlistGo__alist (sample analysis: 10 samples),Golang,f901f769-c6da-4f32-a6bd-125da4c20252,7,7,file,drivers/189/types.go,,,,0
min,4,total_cyclomatic,Total Cyclomatic/File,069ad96b-3762-4b18-b863-c8f40f8d0442,AlistGo__alist (sample analysis: 10 samples),Golang,f901f769-c6da-4f32-a6bd-125da4c20252,7,7,file,drivers/alias/types.go,,,,0
min,5,total_cyclomatic,Total Cyclomatic/File,069ad96b-3762-4b18-b863-c8f40f8d0442,AlistGo__alist (sample analysis: 10 samples),Golang,f901f769-c6da-4f32-a6bd-125da4c20252,7,7,file,drivers/alist_v2/types.go,,,,0
max,1,total_cyclomatic,Total Cyclomatic/File,a81fc79f-6ea8-409c-8690-f034ab9400d8,BinaryAnalysisPlatform__bap (sample analysis: 10 samples),Ocaml,79e5d616-c487-4523-b0f9-b6bc30e4a720,7,7,file,lib/knowledge/bap_knowledge.ml,,,,908
max,2,total_cyclomatic,Total Cyclomatic/File,e749ce64-7ffd-4d8c-a44a-47ef93013510,airbus-seclab__bincat (sample analysis: 10 samples),Ocaml,27537c90-084d-499b-8dfc-8af835951835,7,7,file,ocaml/src/disassembly/core_x86.ml,,,,838
max,3,total_cyclomatic,Total Cyclomatic/File,e9d92337-e257-41dd-9d58-bc6f84121654,astrada__google-drive-ocamlfuse (sample analysis: 10 samples),Ocaml,437c1c54-98cc-4ca1-bcd3-65ba2213a1ee,7,7,file,src/mime.ml,,,,772
max,4,total_cyclomatic,Total Cyclomatic/File,729d4ded-b025-47be-ae9b-ed0561b8f9e6,bcpierce00__unison (sample analysis: 10 samples),Ocaml,d590ca73-3c0e-4043-8b8f-ddcbc5f16929,7,7,file,src/uigtk2.ml,,,,653
max,5,total_cyclomatic,Total Cyclomatic/File,3e629e34-e52d-445d-9487-cfbcb29d77e8,junegunn__fzf (sample analysis: 10 samples),Golang,83725aab-d5f2-4947-952a-e1fe3f96abc4,7,7,file,src/terminal.go,,,,649
min,1,maintainability_index_three_property,Maintainability Index Three Property,e749ce64-7ffd-4d8c-a44a-47ef93013510,airbus-seclab__bincat (sample analysis: 10 samples),Ocaml,27537c90-084d-499b-8dfc-8af835951835,7,7,file,ocaml/src/disassembly/core_x86.ml,,,,-211.3055732095575
min,2,maintainability_index_three_property,Maintainability Index Three Property,729d4ded-b025-47be-ae9b-ed0561b8f9e6,bcpierce00__unison (sample analysis: 10 samples),Ocaml,d590ca73-3c0e-4043-8b8f-ddcbc5f16929,7,7,file,src/uigtk2.ml,,,,-174.98982365328666
min,3,maintainability_index_three_property,Maintainability Index Three Property,e9d92337-e257-41dd-9d58-bc6f84121654,astrada__google-drive-ocamlfuse (sample analysis: 10 samples),Ocaml,437c1c54-98cc-4ca1-bcd3-65ba2213a1ee,7,7,file,src/mime.ml,,,,-169.48782124315005
min,4,maintainability_index_three_property,Maintainability Index Three Property,e9d92337-e257-41dd-9d58-bc6f84121654,astrada__google-drive-ocamlfuse (sample analysis: 10 samples),Ocaml,437c1c54-98cc-4ca1-bcd3-65ba2213a1ee,7,7,function,src/mime.ml,map_filename_to_mime_type:3:5,3,790,-169.46060990038708
min,5,maintainability_index_three_property,Maintainability Index Three Property,3e629e34-e52d-445d-9487-cfbcb29d77e8,junegunn__fzf (sample analysis: 10 samples),Golang,83725aab-d5f2-4947-952a-e1fe3f96abc4,7,7,file,src/terminal.go,,,,-165.42987451101766
max,1,maintainability_index_three_property,Maintainability Index Three Property,729d4ded-b025-47be-ae9b-ed0561b8f9e6,bcpierce00__unison (sample analysis: 10 samples),Ocaml,d590ca73-3c0e-4043-8b8f-ddcbc5f16929,7,7,file,src/lwt/win/lwt_win.ml,,,,167.39563466108828
max,2,maintainability_index_three_property,Maintainability Index Three Property,729d4ded-b025-47be-ae9b-ed0561b8f9e6,bcpierce00__unison (sample analysis: 10 samples),Ocaml,d590ca73-3c0e-4043-8b8f-ddcbc5f16929,7,7,file,src/lwt/lwt_unix.ml,,,,167.39563466108828
max,3,maintainability_index_three_property,Maintainability Index Three Property,24e65021-62fe-4607-8cfb-8f06e8e5257f,spf13__cobra (sample analysis: 10 samples),Golang,7ef78c05-66e0-4001-a92d-efd04b3e2219,7,7,file,cobra/cmd/project_test.go,,,,167.39563466108828
max,4,maintainability_index_three_property,Maintainability Index Three Property,72c58468-aa18-4e1f-a564-d247686d83a5,nektos__act (sample analysis: 10 samples),Golang,8e6684c7-c06f-408e-9ee8-cd5aeace82ed,7,7,file,pkg/artifactcache/doc.go,,,,167.39563466108828
max,5,maintainability_index_three_property,Maintainability Index Three Property,e8c37d0d-f999-4ab0-9696-770ba31bbe18,gin-gonic__gin (sample analysis: 10 samples),Golang,0f626e20-bf6a-4847-9ff3-424a5dc8b416,7,7,file,doc.go,,,,167.39563466108828
min,1,maintainability_index_four_property,Maintainability Index Four Property,729d4ded-b025-47be-ae9b-ed0561b8f9e6,bcpierce00__unison (sample analysis: 10 samples),Ocaml,d590ca73-3c0e-4043-8b8f-ddcbc5f16929,7,7,file,src/uigtk2.ml,,,,-206.84747379644875
min,2,maintainability_index_four_property,Maintainability Index Four Property,a81fc79f-6ea8-409c-8690-f034ab9400d8,BinaryAnalysisPlatform__bap (sample analysis: 10 samples),Ocaml,79e5d616-c487-4523-b0f9-b6bc30e4a720,7,7,file,plugins/x86/x86_disasm.ml,,,,-186.2837962922897
min,3,maintainability_index_four_property,Maintainability Index Four Property,e9d92337-e257-41dd-9d58-bc6f84121654,astrada__google-drive-ocamlfuse (sample analysis: 10 samples),Ocaml,437c1c54-98cc-4ca1-bcd3-65ba2213a1ee,7,7,file,src/mime.ml,,,,-169.48782124315005
min,4,maintainability_index_four_property,Maintainability Index Four Property,e9d92337-e257-41dd-9d58-bc6f84121654,astrada__google-drive-ocamlfuse (sample analysis: 10 samples),Ocaml,437c1c54-98cc-4ca1-bcd3-65ba2213a1ee,7,7,function,src/mime.ml,map_filename_to_mime_type:3:5,3,790,-169.46060990038708
min,5,maintainability_index_four_property,Maintainability Index Four Property,e749ce64-7ffd-4d8c-a44a-47ef93013510,airbus-seclab__bincat (sample analysis: 10 samples),Ocaml,27537c90-084d-499b-8dfc-8af835951835,7,7,file,ocaml/src/loaders/elf_core.ml,,,,-161.97258181898223
max,1,maintainability_index_four_property,Maintainability Index Four Property,27c2b119-0bb1-44ad-8d53-458f0cca57e7,camlworks__dream (sample analysis: 10 samples),Ocaml,f5a614bb-2317-49e8-8b5d-fb92251b65e7,7,7,file,example/z-playground/runtime/examples.ml,,,,212.47506063933207
max,2,maintainability_index_four_property,Maintainability Index Four Property,729d4ded-b025-47be-ae9b-ed0561b8f9e6,bcpierce00__unison (sample analysis: 10 samples),Ocaml,d590ca73-3c0e-4043-8b8f-ddcbc5f16929,7,7,file,src/system.mli,,,,212.47506063933207
max,3,maintainability_index_four_property,Maintainability Index Four Property,729d4ded-b025-47be-ae9b-ed0561b8f9e6,bcpierce00__unison (sample analysis: 10 samples),Ocaml,d590ca73-3c0e-4043-8b8f-ddcbc5f16929,7,7,file,src/test.mli,,,,208.6093179474687
max,4,maintainability_index_four_property,Maintainability Index Four Property,e749ce64-7ffd-4d8c-a44a-47ef93013510,airbus-seclab__bincat (sample analysis: 10 samples),Ocaml,27537c90-084d-499b-8dfc-8af835951835,7,7,file,ocaml/src/npk/newspeak/npk2lpk.mli,,,,200.04418106024286
max,5,maintainability_index_four_property,Maintainability Index Four Property,e749ce64-7ffd-4d8c-a44a-47ef93013510,airbus-seclab__bincat (sample analysis: 10 samples),Ocaml,27537c90-084d-499b-8dfc-8af835951835,7,7,file,ocaml/src/npk/c2newspeak/bare2C.mli,,,,200.04418106024286
min,1,maintainability_index_visual_studio,Maintainability Index Visual Studio,069ad96b-3762-4b18-b863-c8f40f8d0442,AlistGo__alist (sample analysis: 10 samples),Golang,f901f769-c6da-4f32-a6bd-125da4c20252,7,7,file,drivers/115/util.go,,,,0
min,2,maintainability_index_visual_studio,Maintainability Index Visual Studio,069ad96b-3762-4b18-b863-c8f40f8d0442,AlistGo__alist (sample analysis: 10 samples),Golang,f901f769-c6da-4f32-a6bd-125da4c20252,7,7,file,drivers/189pc/utils.go,,,,0
min,3,maintainability_index_visual_studio,Maintainability Index Visual Studio,069ad96b-3762-4b18-b863-c8f40f8d0442,AlistGo__alist (sample analysis: 10 samples),Golang,f901f769-c6da-4f32-a6bd-125da4c20252,7,7,file,drivers/pikpak/util.go,,,,0
min,4,maintainability_index_visual_studio,Maintainability Index Visual Studio,069ad96b-3762-4b18-b863-c8f40f8d0442,AlistGo__alist (sample analysis: 10 samples),Golang,f901f769-c6da-4f32-a6bd-125da4c20252,7,7,file,drivers/thunder_browser/driver.go,,,,0
min,5,maintainability_index_visual_studio,Maintainability Index Visual Studio,069ad96b-3762-4b18-b863-c8f40f8d0442,AlistGo__alist (sample analysis: 10 samples),Golang,f901f769-c6da-4f32-a6bd-125da4c20252,7,7,file,internal/op/fs.go,,,,0
max,1,maintainability_index_visual_studio,Maintainability Index Visual Studio,729d4ded-b025-47be-ae9b-ed0561b8f9e6,bcpierce00__unison (sample analysis: 10 samples),Ocaml,d590ca73-3c0e-4043-8b8f-ddcbc5f16929,7,7,file,src/lwt/win/lwt_win.ml,,,,97.89218401233234
max,2,maintainability_index_visual_studio,Maintainability Index Visual Studio,729d4ded-b025-47be-ae9b-ed0561b8f9e6,bcpierce00__unison (sample analysis: 10 samples),Ocaml,d590ca73-3c0e-4043-8b8f-ddcbc5f16929,7,7,file,src/lwt/lwt_unix.ml,,,,97.89218401233234
max,3,maintainability_index_visual_studio,Maintainability Index Visual Studio,24e65021-62fe-4607-8cfb-8f06e8e5257f,spf13__cobra (sample analysis: 10 samples),Golang,7ef78c05-66e0-4001-a92d-efd04b3e2219,7,7,file,cobra/cmd/project_test.go,,,,97.89218401233234
max,4,maintainability_index_visual_studio,Maintainability Index Visual Studio,72c58468-aa18-4e1f-a564-d247686d83a5,nektos__act (sample analysis: 10 samples),Golang,8e6684c7-c06f-408e-9ee8-cd5aeace82ed,7,7,file,pkg/artifactcache/doc.go,,,,97.89218401233234
max,5,maintainability_index_visual_studio,Maintainability Index Visual Studio,e8c37d0d-f999-4ab0-9696-770ba31bbe18,gin-gonic__gin (sample analysis: 10 samples),Golang,0f626e20-bf6a-4847-9ff3-424a5dc8b416,7,7,file,doc.go,,,,97.89218401233234
min,1,maintainability_index_comment_percentage,Maintainability Index Comment Percentage,069ad96b-3762-4b18-b863-c8f40f8d0442,AlistGo__alist (sample analysis: 10 samples),Golang,f901f769-c6da-4f32-a6bd-125da4c20252,7,7,function,cmd/admin.go,setAdminPassword:67:6,67,84,0
min,2,maintainability_index_comment_percentage,Maintainability Index Comment Percentage,069ad96b-3762-4b18-b863-c8f40f8d0442,AlistGo__alist (sample analysis: 10 samples),Golang,f901f769-c6da-4f32-a6bd-125da4c20252,7,7,file,cmd/common.go,,,,0
min,3,maintainability_index_comment_percentage,Maintainability Index Comment Percentage,069ad96b-3762-4b18-b863-c8f40f8d0442,AlistGo__alist (sample analysis: 10 samples),Golang,f901f769-c6da-4f32-a6bd-125da4c20252,7,7,function,cmd/common.go,Init:15:6,15,21,0
min,4,maintainability_index_comment_percentage,Maintainability Index Comment Percentage,069ad96b-3762-4b18-b863-c8f40f8d0442,AlistGo__alist (sample analysis: 10 samples),Golang,f901f769-c6da-4f32-a6bd-125da4c20252,7,7,function,cmd/common.go,Release:23:6,23,25,0
min,5,maintainability_index_comment_percentage,Maintainability Index Comment Percentage,069ad96b-3762-4b18-b863-c8f40f8d0442,AlistGo__alist (sample analysis: 10 samples),Golang,f901f769-c6da-4f32-a6bd-125da4c20252,7,7,function,cmd/common.go,initDaemon:30:6,30,49,0
max,1,maintainability_index_comment_percentage,Maintainability Index Comment Percentage,a81fc79f-6ea8-409c-8690-f034ab9400d8,BinaryAnalysisPlatform__bap (sample analysis: 10 samples),Ocaml,79e5d616-c487-4523-b0f9-b6bc30e4a720,7,7,file,lib/bap_main/bap_main.mli,,,,123800
max,2,maintainability_index_comment_percentage,Maintainability Index Comment Percentage,a81fc79f-6ea8-409c-8690-f034ab9400d8,BinaryAnalysisPlatform__bap (sample analysis: 10 samples),Ocaml,79e5d616-c487-4523-b0f9-b6bc30e4a720,7,7,file,lib/bap_c/bap_c_abi.mli,,,,57700
max,3,maintainability_index_comment_percentage,Maintainability Index Comment Percentage,a81fc79f-6ea8-409c-8690-f034ab9400d8,BinaryAnalysisPlatform__bap (sample analysis: 10 samples),Ocaml,79e5d616-c487-4523-b0f9-b6bc30e4a720,7,7,file,lib/ogre/ogre.mli,,,,51800
max,4,maintainability_index_comment_percentage,Maintainability Index Comment Percentage,a81fc79f-6ea8-409c-8690-f034ab9400d8,BinaryAnalysisPlatform__bap (sample analysis: 10 samples),Ocaml,79e5d616-c487-4523-b0f9-b6bc30e4a720,7,7,file,lib/bap_primus/bap_primus_lisp_context.mli,,,,23600
max,5,maintainability_index_comment_percentage,Maintainability Index Comment Percentage,a81fc79f-6ea8-409c-8690-f034ab9400d8,BinaryAnalysisPlatform__bap (sample analysis: 10 samples),Ocaml,79e5d616-c487-4523-b0f9-b6bc30e4a720,7,7,file,lib/bare/bare.mli,,,,21800
min,1,total_halstead_unique_operators,Total Halstead Unique Operators/File,a81fc79f-6ea8-409c-8690-f034ab9400d8,BinaryAnalysisPlatform__bap (sample analysis: 10 samples),Ocaml,79e5d616-c487-4523-b0f9-b6bc30e4a720,7,7,file,lib/arm/arm_env.ml,,,,0
