extreme,rank,metric_key,metric_label,codebase_id,codebase_name,programming_language,version_id,version_number,sample_number,metric_level,file_path,function_name,function_start_line,function_end_line,value
min,1,lines_of_code,Lines Of Code/File,a81fc79f-6ea8-409c-8690-f034ab9400d8,BinaryAnalysisPlatform__bap (sample analysis: 10 samples),Ocaml,91cf7e02-e5f9-4df1-a071-c053e6f7a855,3,3,file,lib/bap_api/bap_api_attr.ml,,,,0
min,2,lines_of_code,Lines Of Code/File,a81fc79f-6ea8-409c-8690-f034ab9400d8,BinaryAnalysisPlatform__bap (sample analysis: 10 samples),Ocaml,91cf7e02-e5f9-4df1-a071-c053e6f7a855,3,3,file,lib/bap_api/bap_api_attr.mli,,,,0
min,3,lines_of_code,Lines Of Code/File,a81fc79f-6ea8-409c-8690-f034ab9400d8,BinaryAnalysisPlatform__bap (sample analysis: 10 samples),Ocaml,91cf7e02-e5f9-4df1-a071-c053e6f7a855,3,3,file,plugins/beagle/beagle_main.mli,,,,0
min,4,lines_of_code,Lines Of Code/File,a81fc79f-6ea8-409c-8690-f034ab9400d8,BinaryAnalysisPlatform__bap (sample analysis: 10 samples),Ocaml,91cf7e02-e5f9-4df1-a071-c053e6f7a855,3,3,file,plugins/cxxfilt/cxxfilt_main.mli,,,,0
min,5,lines_of_code,Lines Of Code/File,a81fc79f-6ea8-409c-8690-f034ab9400d8,BinaryAnalysisPlatform__bap (sample analysis: 10 samples),Ocaml,91cf7e02-e5f9-4df1-a071-c053e6f7a855,3,3,file,plugins/elf_loader/elf_loader_main.mli,,,,0
max,1,lines_of_code,Lines Of Code/File,a81fc79f-6ea8-409c-8690-f034ab9400d8,BinaryAnalysisPlatform__bap (sample analysis: 10 samples),Ocaml,91cf7e02-e5f9-4df1-a071-c053e6f7a855,3,3,file,lib/bap/bap.mli,,,,7739
max,2,lines_of_code,Lines Of Code/File,fe280555-02ee-426f-bc9f-f74fdf273723,FiloSottile__mkcert (sample analysis: 10 samples),Golang,34cc73b7-6a5d-43c8-97cb-6d7a91b285c4,3,3,file,vendor/golang.org/x/text/unicode/norm/tables10.0.0.go,,,,7653
max,3,lines_of_code,Lines Of Code/File,fe280555-02ee-426f-bc9f-f74fdf273723,FiloSottile__mkcert (sample analysis: 10 samples),Golang,34cc73b7-6a5d-43c8-97cb-6d7a91b285c4,3,3,file,vendor/golang.org/x/text/unicode/norm/tables9.0.0.go,,,,7633
max,4,lines_of_code,Lines Of Code/File,e9d92337-e257-41dd-9d58-bc6f84121654,astrada__google-drive-ocamlfuse (sample analysis: 10 samples),Ocaml,1990070f-41dc-406e-a4e0-b30e3ce3c333,3,3,file,setup.ml,,,,6802
max,5,lines_of_code,Lines Of Code/File,fe280555-02ee-426f-bc9f-f74fdf273723,FiloSottile__mkcert (sample analysis: 10 samples),Golang,34cc73b7-6a5d-43c8-97cb-6d7a91b285c4,3,3,file,vendor/golang.org/x/net/idna/tables.go,,,,4557
min,1,effective_lines_of_code_with_brackets,Effective LOC With Brackets/File,a81fc79f-6ea8-409c-8690-f034ab9400d8,BinaryAnalysisPlatform__bap (sample analysis: 10 samples),Ocaml,91cf7e02-e5f9-4df1-a071-c053e6f7a855,3,3,file,lib/bap/bap_load_plugins.mli,,,,0
min,2,effective_lines_of_code_with_brackets,Effective LOC With Brackets/File,a81fc79f-6ea8-409c-8690-f034ab9400d8,BinaryAnalysisPlatform__bap (sample analysis: 10 samples),Ocaml,91cf7e02-e5f9-4df1-a071-c053e6f7a855,3,3,file,lib/bap_api/bap_api_attr.ml,,,,0
min,3,effective_lines_of_code_with_brackets,Effective LOC With Brackets/File,a81fc79f-6ea8-409c-8690-f034ab9400d8,BinaryAnalysisPlatform__bap (sample analysis: 10 samples),Ocaml,91cf7e02-e5f9-4df1-a071-c053e6f7a855,3,3,file,lib/bap_api/bap_api_attr.mli,,,,0
min,4,effective_lines_of_code_with_brackets,Effective LOC With Brackets/File,a81fc79f-6ea8-409c-8690-f034ab9400d8,BinaryAnalysisPlatform__bap (sample analysis: 10 samples),Ocaml,91cf7e02-e5f9-4df1-a071-c053e6f7a855,3,3,file,lib/bap_language/bap_language.mli,,,,0
min,5,effective_lines_of_code_with_brackets,Effective LOC With Brackets/File,a81fc79f-6ea8-409c-8690-f034ab9400d8,BinaryAnalysisPlatform__bap (sample analysis: 10 samples),Ocaml,91cf7e02-e5f9-4df1-a071-c053e6f7a855,3,3,file,lib/ogre/ogre.mli,,,,0
max,1,effective_lines_of_code_with_brackets,Effective LOC With Brackets/File,fe280555-02ee-426f-bc9f-f74fdf273723,FiloSottile__mkcert (sample analysis: 10 samples),Golang,34cc73b7-6a5d-43c8-97cb-6d7a91b285c4,3,3,file,vendor/golang.org/x/text/unicode/norm/tables10.0.0.go,,,,6786
max,2,effective_lines_of_code_with_brackets,Effective LOC With Brackets/File,fe280555-02ee-426f-bc9f-f74fdf273723,FiloSottile__mkcert (sample analysis: 10 samples),Golang,34cc73b7-6a5d-43c8-97cb-6d7a91b285c4,3,3,file,vendor/golang.org/x/text/unicode/norm/tables9.0.0.go,,,,6774
max,3,effective_lines_of_code_with_brackets,Effective LOC With Brackets/File,e9d92337-e257-41dd-9d58-bc6f84121654,astrada__google-drive-ocamlfuse (sample analysis: 10 samples),Ocaml,1990070f-41dc-406e-a4e0-b30e3ce3c333,3,3,file,setup.ml,,,,5398
max,4,effective_lines_of_code_with_brackets,Effective LOC With Brackets/File,fe280555-02ee-426f-bc9f-f74fdf273723,FiloSottile__mkcert (sample analysis: 10 samples),Golang,34cc73b7-6a5d-43c8-97cb-6d7a91b285c4,3,3,file,vendor/golang.org/x/net/idna/tables.go,,,,4091
max,5,effective_lines_of_code_with_brackets,Effective LOC With Brackets/File,729d4ded-b025-47be-ae9b-ed0561b8f9e6,bcpierce00__unison (sample analysis: 10 samples),Ocaml,a63a6351-0dfd-40b4-b2ba-fa9860fa8d82,3,3,file,src/strings.ml,,,,4040
min,1,effective_lines_of_code,Effective LOC/File,a81fc79f-6ea8-409c-8690-f034ab9400d8,BinaryAnalysisPlatform__bap (sample analysis: 10 samples),Ocaml,91cf7e02-e5f9-4df1-a071-c053e6f7a855,3,3,file,lib/bap/bap_load_plugins.mli,,,,0
min,2,effective_lines_of_code,Effective LOC/File,a81fc79f-6ea8-409c-8690-f034ab9400d8,BinaryAnalysisPlatform__bap (sample analysis: 10 samples),Ocaml,91cf7e02-e5f9-4df1-a071-c053e6f7a855,3,3,file,lib/bap_api/bap_api_attr.ml,,,,0
min,3,effective_lines_of_code,Effective LOC/File,a81fc79f-6ea8-409c-8690-f034ab9400d8,BinaryAnalysisPlatform__bap (sample analysis: 10 samples),Ocaml,91cf7e02-e5f9-4df1-a071-c053e6f7a855,3,3,file,lib/bap_api/bap_api_attr.mli,,,,0
min,4,effective_lines_of_code,Effective LOC/File,a81fc79f-6ea8-409c-8690-f034ab9400d8,BinaryAnalysisPlatform__bap (sample analysis: 10 samples),Ocaml,91cf7e02-e5f9-4df1-a071-c053e6f7a855,3,3,file,lib/bap_language/bap_language.mli,,,,0
min,5,effective_lines_of_code,Effective LOC/File,a81fc79f-6ea8-409c-8690-f034ab9400d8,BinaryAnalysisPlatform__bap (sample analysis: 10 samples),Ocaml,91cf7e02-e5f9-4df1-a071-c053e6f7a855,3,3,file,lib/ogre/ogre.mli,,,,0
max,1,effective_lines_of_code,Effective LOC/File,fe280555-02ee-426f-bc9f-f74fdf273723,FiloSottile__mkcert (sample analysis: 10 samples),Golang,34cc73b7-6a5d-43c8-97cb-6d7a91b285c4,3,3,file,vendor/golang.org/x/text/unicode/norm/tables10.0.0.go,,,,6705
max,2,effective_lines_of_code,Effective LOC/File,fe280555-02ee-426f-bc9f-f74fdf273723,FiloSottile__mkcert (sample analysis: 10 samples),Golang,34cc73b7-6a5d-43c8-97cb-6d7a91b285c4,3,3,file,vendor/golang.org/x/text/unicode/norm/tables9.0.0.go,,,,6693
max,3,effective_lines_of_code,Effective LOC/File,e9d92337-e257-41dd-9d58-bc6f84121654,astrada__google-drive-ocamlfuse (sample analysis: 10 samples),Ocaml,1990070f-41dc-406e-a4e0-b30e3ce3c333,3,3,file,setup.ml,,,,5291
