extreme,rank,metric_key,metric_label,codebase_id,codebase_name,programming_language,version_id,version_number,sample_number,metric_level,file_path,function_name,function_start_line,function_end_line,value
min,3,effective_lines_of_code,Effective LOC/File,a81fc79f-6ea8-409c-8690-f034ab9400d8,BinaryAnalysisPlatform__bap (sample analysis: 10 samples),Ocaml,ede232b0-ccfd-4be2-a200-86390d5852ad,10,10,file,lib/bap/bap_init_toplevel.mli,,,,0
min,4,effective_lines_of_code,Effective LOC/File,a81fc79f-6ea8-409c-8690-f034ab9400d8,BinaryAnalysisPlatform__bap (sample analysis: 10 samples),Ocaml,ede232b0-ccfd-4be2-a200-86390d5852ad,10,10,file,lib/bap_c/bap_c_abi.mli,,,,0
min,5,effective_lines_of_code,Effective LOC/File,a81fc79f-6ea8-409c-8690-f034ab9400d8,BinaryAnalysisPlatform__bap (sample analysis: 10 samples),Ocaml,ede232b0-ccfd-4be2-a200-86390d5852ad,10,10,file,lib/bap_demangle/bap_demangle.mli,,,,0
max,1,effective_lines_of_code,Effective LOC/File,3e629e34-e52d-445d-9487-cfbcb29d77e8,junegunn__fzf (sample analysis: 10 samples),Golang,5d665f60-cb1d-4ac5-a6a8-16f2f3813995,10,10,file,src/terminal.go,,,,5931
max,2,effective_lines_of_code,Effective LOC/File,729d4ded-b025-47be-ae9b-ed0561b8f9e6,bcpierce00__unison (sample analysis: 10 samples),Ocaml,625b14fd-b7f7-4cea-82e4-7f032e3e53e1,10,10,file,src/uigtk3.ml,,,,3952
max,3,effective_lines_of_code,Effective LOC/File,24cc32f1-80f1-40da-9ad5-e2285210d73d,router-for-me__CLIProxyAPI (sample analysis: 10 samples),Golang,7c2ab610-a77e-4078-9d7a-a8edc2fa24e8,10,10,file,sdk/cliproxy/auth/conductor.go,,,,3398
max,4,effective_lines_of_code,Effective LOC/File,3e629e34-e52d-445d-9487-cfbcb29d77e8,junegunn__fzf (sample analysis: 10 samples),Golang,5d665f60-cb1d-4ac5-a6a8-16f2f3813995,10,10,file,src/options.go,,,,3220
max,5,effective_lines_of_code,Effective LOC/File,729d4ded-b025-47be-ae9b-ed0561b8f9e6,bcpierce00__unison (sample analysis: 10 samples),Ocaml,625b14fd-b7f7-4cea-82e4-7f032e3e53e1,10,10,file,src/strings.ml,,,,3155
min,1,comment_lines_of_code,Comment LOC/File,069ad96b-3762-4b18-b863-c8f40f8d0442,AlistGo__alist (sample analysis: 10 samples),Golang,3334e97e-5ff4-4968-86e0-8154c4d0ec3d,10,10,file,cmd/common.go,,,,0
min,2,comment_lines_of_code,Comment LOC/File,069ad96b-3762-4b18-b863-c8f40f8d0442,AlistGo__alist (sample analysis: 10 samples),Golang,3334e97e-5ff4-4968-86e0-8154c4d0ec3d,10,10,file,cmd/flags/config.go,,,,0
min,3,comment_lines_of_code,Comment LOC/File,069ad96b-3762-4b18-b863-c8f40f8d0442,AlistGo__alist (sample analysis: 10 samples),Golang,3334e97e-5ff4-4968-86e0-8154c4d0ec3d,10,10,file,cmd/mcp.go,,,,0
min,4,comment_lines_of_code,Comment LOC/File,069ad96b-3762-4b18-b863-c8f40f8d0442,AlistGo__alist (sample analysis: 10 samples),Golang,3334e97e-5ff4-4968-86e0-8154c4d0ec3d,10,10,file,cmd/root.go,,,,0
min,5,comment_lines_of_code,Comment LOC/File,069ad96b-3762-4b18-b863-c8f40f8d0442,AlistGo__alist (sample analysis: 10 samples),Golang,3334e97e-5ff4-4968-86e0-8154c4d0ec3d,10,10,file,cmd/user.go,,,,0
max,1,comment_lines_of_code,Comment LOC/File,a81fc79f-6ea8-409c-8690-f034ab9400d8,BinaryAnalysisPlatform__bap (sample analysis: 10 samples),Ocaml,ede232b0-ccfd-4be2-a200-86390d5852ad,10,10,file,lib/bap/bap.mli,,,,7139
max,2,comment_lines_of_code,Comment LOC/File,a81fc79f-6ea8-409c-8690-f034ab9400d8,BinaryAnalysisPlatform__bap (sample analysis: 10 samples),Ocaml,ede232b0-ccfd-4be2-a200-86390d5852ad,10,10,file,lib/bap_primus/bap_primus.mli,,,,3074
max,3,comment_lines_of_code,Comment LOC/File,a81fc79f-6ea8-409c-8690-f034ab9400d8,BinaryAnalysisPlatform__bap (sample analysis: 10 samples),Ocaml,ede232b0-ccfd-4be2-a200-86390d5852ad,10,10,file,lib/bap_core_theory/bap_core_theory.mli,,,,2987
max,4,comment_lines_of_code,Comment LOC/File,27c2b119-0bb1-44ad-8d53-458f0cca57e7,camlworks__dream (sample analysis: 10 samples),Ocaml,91efcf5d-9bae-432b-8eb4-ccc486d83db0,10,10,file,src/dream.mli,,,,1736
max,5,comment_lines_of_code,Comment LOC/File,27c2b119-0bb1-44ad-8d53-458f0cca57e7,camlworks__dream (sample analysis: 10 samples),Ocaml,91efcf5d-9bae-432b-8eb4-ccc486d83db0,10,10,file,src/mirage/mirage.mli,,,,1422
min,1,bracket_lines_of_code,Bracket LOC/File,069ad96b-3762-4b18-b863-c8f40f8d0442,AlistGo__alist (sample analysis: 10 samples),Golang,3334e97e-5ff4-4968-86e0-8154c4d0ec3d,10,10,file,drivers/115_open/util.go,,,,0
min,2,bracket_lines_of_code,Bracket LOC/File,069ad96b-3762-4b18-b863-c8f40f8d0442,AlistGo__alist (sample analysis: 10 samples),Golang,3334e97e-5ff4-4968-86e0-8154c4d0ec3d,10,10,file,drivers/alias/types.go,,,,0
min,3,bracket_lines_of_code,Bracket LOC/File,069ad96b-3762-4b18-b863-c8f40f8d0442,AlistGo__alist (sample analysis: 10 samples),Golang,3334e97e-5ff4-4968-86e0-8154c4d0ec3d,10,10,file,drivers/alist_v2/util.go,,,,0
min,4,bracket_lines_of_code,Bracket LOC/File,069ad96b-3762-4b18-b863-c8f40f8d0442,AlistGo__alist (sample analysis: 10 samples),Golang,3334e97e-5ff4-4968-86e0-8154c4d0ec3d,10,10,file,drivers/baidu_share/types.go,,,,0
min,5,bracket_lines_of_code,Bracket LOC/File,069ad96b-3762-4b18-b863-c8f40f8d0442,AlistGo__alist (sample analysis: 10 samples),Golang,3334e97e-5ff4-4968-86e0-8154c4d0ec3d,10,10,file,drivers/baidu_share/util.go,,,,0
max,1,bracket_lines_of_code,Bracket LOC/File,3e629e34-e52d-445d-9487-cfbcb29d77e8,junegunn__fzf (sample analysis: 10 samples),Golang,5d665f60-cb1d-4ac5-a6a8-16f2f3813995,10,10,file,src/terminal.go,,,,1381
max,2,bracket_lines_of_code,Bracket LOC/File,24cc32f1-80f1-40da-9ad5-e2285210d73d,router-for-me__CLIProxyAPI (sample analysis: 10 samples),Golang,7c2ab610-a77e-4078-9d7a-a8edc2fa24e8,10,10,file,sdk/cliproxy/auth/conductor.go,,,,1134
max,3,bracket_lines_of_code,Bracket LOC/File,24cc32f1-80f1-40da-9ad5-e2285210d73d,router-for-me__CLIProxyAPI (sample analysis: 10 samples),Golang,7c2ab610-a77e-4078-9d7a-a8edc2fa24e8,10,10,file,internal/api/handlers/management/auth_files.go,,,,640
max,4,bracket_lines_of_code,Bracket LOC/File,24cc32f1-80f1-40da-9ad5-e2285210d73d,router-for-me__CLIProxyAPI (sample analysis: 10 samples),Golang,7c2ab610-a77e-4078-9d7a-a8edc2fa24e8,10,10,file,internal/translator/antigravity/claude/antigravity_claude_request_test.go,,,,622
max,5,bracket_lines_of_code,Bracket LOC/File,24e65021-62fe-4607-8cfb-8f06e8e5257f,spf13__cobra (sample analysis: 10 samples),Golang,ab43dc14-3f7b-496e-a57a-f7a1ae990dd8,10,10,file,completions_test.go,,,,551
min,1,total_cyclomatic,Total Cyclomatic/File,069ad96b-3762-4b18-b863-c8f40f8d0442,AlistGo__alist (sample analysis: 10 samples),Golang,3334e97e-5ff4-4968-86e0-8154c4d0ec3d,10,10,file,cmd/flags/config.go,,,,0
min,2,total_cyclomatic,Total Cyclomatic/File,069ad96b-3762-4b18-b863-c8f40f8d0442,AlistGo__alist (sample analysis: 10 samples),Golang,3334e97e-5ff4-4968-86e0-8154c4d0ec3d,10,10,file,drivers/115_open/util.go,,,,0
min,3,total_cyclomatic,Total Cyclomatic/File,069ad96b-3762-4b18-b863-c8f40f8d0442,AlistGo__alist (sample analysis: 10 samples),Golang,3334e97e-5ff4-4968-86e0-8154c4d0ec3d,10,10,file,drivers/139/types.go,,,,0
min,4,total_cyclomatic,Total Cyclomatic/File,069ad96b-3762-4b18-b863-c8f40f8d0442,AlistGo__alist (sample analysis: 10 samples),Golang,3334e97e-5ff4-4968-86e0-8154c4d0ec3d,10,10,file,drivers/189/types.go,,,,0
min,5,total_cyclomatic,Total Cyclomatic/File,069ad96b-3762-4b18-b863-c8f40f8d0442,AlistGo__alist (sample analysis: 10 samples),Golang,3334e97e-5ff4-4968-86e0-8154c4d0ec3d,10,10,file,drivers/alias/types.go,,,,0
max,1,total_cyclomatic,Total Cyclomatic/File,3e629e34-e52d-445d-9487-cfbcb29d77e8,junegunn__fzf (sample analysis: 10 samples),Golang,5d665f60-cb1d-4ac5-a6a8-16f2f3813995,10,10,file,src/terminal.go,,,,2053
max,2,total_cyclomatic,Total Cyclomatic/File,24cc32f1-80f1-40da-9ad5-e2285210d73d,router-for-me__CLIProxyAPI (sample analysis: 10 samples),Golang,7c2ab610-a77e-4078-9d7a-a8edc2fa24e8,10,10,file,sdk/cliproxy/auth/conductor.go,,,,1411
max,3,total_cyclomatic,Total Cyclomatic/File,3e629e34-e52d-445d-9487-cfbcb29d77e8,junegunn__fzf (sample analysis: 10 samples),Golang,5d665f60-cb1d-4ac5-a6a8-16f2f3813995,10,10,file,src/options.go,,,,1244
max,4,total_cyclomatic,Total Cyclomatic/File,a81fc79f-6ea8-409c-8690-f034ab9400d8,BinaryAnalysisPlatform__bap (sample analysis: 10 samples),Ocaml,ede232b0-ccfd-4be2-a200-86390d5852ad,10,10,file,lib/knowledge/bap_knowledge.ml,,,,908
max,5,total_cyclomatic,Total Cyclomatic/File,e749ce64-7ffd-4d8c-a44a-47ef93013510,airbus-seclab__bincat (sample analysis: 10 samples),Ocaml,08d64a5d-2fbc-4d7c-bbc7-6bcee3f824b5,10,10,file,ocaml/src/disassembly/core_x86.ml,,,,838
min,1,maintainability_index_three_property,Maintainability Index Three Property,3e629e34-e52d-445d-9487-cfbcb29d77e8,junegunn__fzf (sample analysis: 10 samples),Golang,5d665f60-cb1d-4ac5-a6a8-16f2f3813995,10,10,file,src/terminal.go,,,,-511.1226182393973
min,2,maintainability_index_three_property,Maintainability Index Three Property,24cc32f1-80f1-40da-9ad5-e2285210d73d,router-for-me__CLIProxyAPI (sample analysis: 10 samples),Golang,7c2ab610-a77e-4078-9d7a-a8edc2fa24e8,10,10,file,sdk/cliproxy/auth/conductor.go,,,,-352.58350369159746
min,3,maintainability_index_three_property,Maintainability Index Three Property,3e629e34-e52d-445d-9487-cfbcb29d77e8,junegunn__fzf (sample analysis: 10 samples),Golang,5d665f60-cb1d-4ac5-a6a8-16f2f3813995,10,10,file,src/options.go,,,,-309.4379559317705
min,4,maintainability_index_three_property,Maintainability Index Three Property,729d4ded-b025-47be-ae9b-ed0561b8f9e6,bcpierce00__unison (sample analysis: 10 samples),Ocaml,625b14fd-b7f7-4cea-82e4-7f032e3e53e1,10,10,file,src/uigtk3.ml,,,,-213.65986675143571
min,5,maintainability_index_three_property,Maintainability Index Three Property,e749ce64-7ffd-4d8c-a44a-47ef93013510,airbus-seclab__bincat (sample analysis: 10 samples),Ocaml,08d64a5d-2fbc-4d7c-bbc7-6bcee3f824b5,10,10,file,ocaml/src/disassembly/core_x86.ml,,,,-211.2895598459379
max,1,maintainability_index_three_property,Maintainability Index Three Property,729d4ded-b025-47be-ae9b-ed0561b8f9e6,bcpierce00__unison (sample analysis: 10 samples),Ocaml,625b14fd-b7f7-4cea-82e4-7f032e3e53e1,10,10,file,src/system/win/system_impl.ml,,,,167.39563466108828
max,2,maintainability_index_three_property,Maintainability Index Three Property,729d4ded-b025-47be-ae9b-ed0561b8f9e6,bcpierce00__unison (sample analysis: 10 samples),Ocaml,625b14fd-b7f7-4cea-82e4-7f032e3e53e1,10,10,file,src/system/generic/system_impl.ml,,,,167.39563466108828
max,3,maintainability_index_three_property,Maintainability Index Three Property,729d4ded-b025-47be-ae9b-ed0561b8f9e6,bcpierce00__unison (sample analysis: 10 samples),Ocaml,625b14fd-b7f7-4cea-82e4-7f032e3e53e1,10,10,file,src/system.ml,,,,167.39563466108828
max,4,maintainability_index_three_property,Maintainability Index Three Property,729d4ded-b025-47be-ae9b-ed0561b8f9e6,bcpierce00__unison (sample analysis: 10 samples),Ocaml,625b14fd-b7f7-4cea-82e4-7f032e3e53e1,10,10,file,src/lwt/win/lwt_win.ml,,,,167.39563466108828
max,5,maintainability_index_three_property,Maintainability Index Three Property,729d4ded-b025-47be-ae9b-ed0561b8f9e6,bcpierce00__unison (sample analysis: 10 samples),Ocaml,625b14fd-b7f7-4cea-82e4-7f032e3e53e1,10,10,file,src/lwt/lwt_unix.ml,,,,167.39563466108828
min,1,maintainability_index_four_property,Maintainability Index Four Property,3e629e34-e52d-445d-9487-cfbcb29d77e8,junegunn__fzf (sample analysis: 10 samples),Golang,5d665f60-cb1d-4ac5-a6a8-16f2f3813995,10,10,file,src/terminal.go,,,,-556.017074100089
min,2,maintainability_index_four_property,Maintainability Index Four Property,24cc32f1-80f1-40da-9ad5-e2285210d73d,router-for-me__CLIProxyAPI (sample analysis: 10 samples),Golang,7c2ab610-a77e-4078-9d7a-a8edc2fa24e8,10,10,file,sdk/cliproxy/auth/conductor.go,,,,-331.36547983601054
min,3,maintainability_index_four_property,Maintainability Index Four Property,3e629e34-e52d-445d-9487-cfbcb29d77e8,junegunn__fzf (sample analysis: 10 samples),Golang,5d665f60-cb1d-4ac5-a6a8-16f2f3813995,10,10,file,src/options.go,,,,-267.30478047749455
min,4,maintainability_index_four_property,Maintainability Index Four Property,729d4ded-b025-47be-ae9b-ed0561b8f9e6,bcpierce00__unison (sample analysis: 10 samples),Ocaml,625b14fd-b7f7-4cea-82e4-7f032e3e53e1,10,10,file,src/uigtk3.ml,,,,-257.6394568610775
min,5,maintainability_index_four_property,Maintainability Index Four Property,3e629e34-e52d-445d-9487-cfbcb29d77e8,junegunn__fzf (sample analysis: 10 samples),Golang,5d665f60-cb1d-4ac5-a6a8-16f2f3813995,10,10,function,src/terminal.go,Loop:5921:20,5921,8143,-212.61448087705656
max,1,maintainability_index_four_property,Maintainability Index Four Property,27c2b119-0bb1-44ad-8d53-458f0cca57e7,camlworks__dream (sample analysis: 10 samples),Ocaml,91efcf5d-9bae-432b-8eb4-ccc486d83db0,10,10,file,example/z-playground/runtime/examples.ml,,,,212.47506063933207
max,2,maintainability_index_four_property,Maintainability Index Four Property,729d4ded-b025-47be-ae9b-ed0561b8f9e6,bcpierce00__unison (sample analysis: 10 samples),Ocaml,625b14fd-b7f7-4cea-82e4-7f032e3e53e1,10,10,file,src/system.mli,,,,212.47506063933207
max,3,maintainability_index_four_property,Maintainability Index Four Property,729d4ded-b025-47be-ae9b-ed0561b8f9e6,bcpierce00__unison (sample analysis: 10 samples),Ocaml,625b14fd-b7f7-4cea-82e4-7f032e3e53e1,10,10,file,src/test.mli,,,,208.6093179474687
max,4,maintainability_index_four_property,Maintainability Index Four Property,729d4ded-b025-47be-ae9b-ed0561b8f9e6,bcpierce00__unison (sample analysis: 10 samples),Ocaml,625b14fd-b7f7-4cea-82e4-7f032e3e53e1,10,10,file,src/fs.mli,,,,203.15791139934623
max,5,maintainability_index_four_property,Maintainability Index Four Property,e749ce64-7ffd-4d8c-a44a-47ef93013510,airbus-seclab__bincat (sample analysis: 10 samples),Ocaml,08d64a5d-2fbc-4d7c-bbc7-6bcee3f824b5,10,10,file,ocaml/src/npk/newspeak/npk2lpk.mli,,,,200.04418106024286
min,1,maintainability_index_visual_studio,Maintainability Index Visual Studio,069ad96b-3762-4b18-b863-c8f40f8d0442,AlistGo__alist (sample analysis: 10 samples),Golang,3334e97e-5ff4-4968-86e0-8154c4d0ec3d,10,10,file,drivers/115/util.go,,,,0
min,2,maintainability_index_visual_studio,Maintainability Index Visual Studio,069ad96b-3762-4b18-b863-c8f40f8d0442,AlistGo__alist (sample analysis: 10 samples),Golang,3334e97e-5ff4-4968-86e0-8154c4d0ec3d,10,10,file,drivers/139/driver.go,,,,0
min,3,maintainability_index_visual_studio,Maintainability Index Visual Studio,069ad96b-3762-4b18-b863-c8f40f8d0442,AlistGo__alist (sample analysis: 10 samples),Golang,3334e97e-5ff4-4968-86e0-8154c4d0ec3d,10,10,file,drivers/139/util.go,,,,0
min,4,maintainability_index_visual_studio,Maintainability Index Visual Studio,069ad96b-3762-4b18-b863-c8f40f8d0442,AlistGo__alist (sample analysis: 10 samples),Golang,3334e97e-5ff4-4968-86e0-8154c4d0ec3d,10,10,file,drivers/189pc/utils.go,,,,0
min,5,maintainability_index_visual_studio,Maintainability Index Visual Studio,069ad96b-3762-4b18-b863-c8f40f8d0442,AlistGo__alist (sample analysis: 10 samples),Golang,3334e97e-5ff4-4968-86e0-8154c4d0ec3d,10,10,file,drivers/baidu_youth/util.go,,,,0
max,1,maintainability_index_visual_studio,Maintainability Index Visual Studio,729d4ded-b025-47be-ae9b-ed0561b8f9e6,bcpierce00__unison (sample analysis: 10 samples),Ocaml,625b14fd-b7f7-4cea-82e4-7f032e3e53e1,10,10,file,src/system/win/system_impl.ml,,,,97.89218401233234
max,2,maintainability_index_visual_studio,Maintainability Index Visual Studio,729d4ded-b025-47be-ae9b-ed0561b8f9e6,bcpierce00__unison (sample analysis: 10 samples),Ocaml,625b14fd-b7f7-4cea-82e4-7f032e3e53e1,10,10,file,src/system/generic/system_impl.ml,,,,97.89218401233234
max,3,maintainability_index_visual_studio,Maintainability Index Visual Studio,729d4ded-b025-47be-ae9b-ed0561b8f9e6,bcpierce00__unison (sample analysis: 10 samples),Ocaml,625b14fd-b7f7-4cea-82e4-7f032e3e53e1,10,10,file,src/system.ml,,,,97.89218401233234
max,4,maintainability_index_visual_studio,Maintainability Index Visual Studio,729d4ded-b025-47be-ae9b-ed0561b8f9e6,bcpierce00__unison (sample analysis: 10 samples),Ocaml,625b14fd-b7f7-4cea-82e4-7f032e3e53e1,10,10,file,src/lwt/win/lwt_win.ml,,,,97.89218401233234
max,5,maintainability_index_visual_studio,Maintainability Index Visual Studio,729d4ded-b025-47be-ae9b-ed0561b8f9e6,bcpierce00__unison (sample analysis: 10 samples),Ocaml,625b14fd-b7f7-4cea-82e4-7f032e3e53e1,10,10,file,src/lwt/lwt_unix.ml,,,,97.89218401233234
min,1,maintainability_index_comment_percentage,Maintainability Index Comment Percentage,069ad96b-3762-4b18-b863-c8f40f8d0442,AlistGo__alist (sample analysis: 10 samples),Golang,3334e97e-5ff4-4968-86e0-8154c4d0ec3d,10,10,function,cmd/admin.go,setAdminPassword:67:6,67,84,0
min,2,maintainability_index_comment_percentage,Maintainability Index Comment Percentage,069ad96b-3762-4b18-b863-c8f40f8d0442,AlistGo__alist (sample analysis: 10 samples),Golang,3334e97e-5ff4-4968-86e0-8154c4d0ec3d,10,10,file,cmd/common.go,,,,0
min,3,maintainability_index_comment_percentage,Maintainability Index Comment Percentage,069ad96b-3762-4b18-b863-c8f40f8d0442,AlistGo__alist (sample analysis: 10 samples),Golang,3334e97e-5ff4-4968-86e0-8154c4d0ec3d,10,10,function,cmd/common.go,Init:16:6,16,30,0
min,4,maintainability_index_comment_percentage,Maintainability Index Comment Percentage,069ad96b-3762-4b18-b863-c8f40f8d0442,AlistGo__alist (sample analysis: 10 samples),Golang,3334e97e-5ff4-4968-86e0-8154c4d0ec3d,10,10,function,cmd/common.go,Release:32:6,32,34,0
min,5,maintainability_index_comment_percentage,Maintainability Index Comment Percentage,069ad96b-3762-4b18-b863-c8f40f8d0442,AlistGo__alist (sample analysis: 10 samples),Golang,3334e97e-5ff4-4968-86e0-8154c4d0ec3d,10,10,function,cmd/common.go,initDaemon:39:6,39,58,0
max,1,maintainability_index_comment_percentage,Maintainability Index Comment Percentage,a81fc79f-6ea8-409c-8690-f034ab9400d8,BinaryAnalysisPlatform__bap (sample analysis: 10 samples),Ocaml,ede232b0-ccfd-4be2-a200-86390d5852ad,10,10,file,lib/bap_main/bap_main.mli,,,,124600
max,2,maintainability_index_comment_percentage,Maintainability Index Comment Percentage,a81fc79f-6ea8-409c-8690-f034ab9400d8,BinaryAnalysisPlatform__bap (sample analysis: 10 samples),Ocaml,ede232b0-ccfd-4be2-a200-86390d5852ad,10,10,file,lib/bap_c/bap_c_abi.mli,,,,60600
max,3,maintainability_index_comment_percentage,Maintainability Index Comment Percentage,a81fc79f-6ea8-409c-8690-f034ab9400d8,BinaryAnalysisPlatform__bap (sample analysis: 10 samples),Ocaml,ede232b0-ccfd-4be2-a200-86390d5852ad,10,10,file,lib/ogre/ogre.mli,,,,51800
max,4,maintainability_index_comment_percentage,Maintainability Index Comment Percentage,a81fc79f-6ea8-409c-8690-f034ab9400d8,BinaryAnalysisPlatform__bap (sample analysis: 10 samples),Ocaml,ede232b0-ccfd-4be2-a200-86390d5852ad,10,10,file,lib/bap_primus/bap_primus_lisp_context.mli,,,,23600
max,5,maintainability_index_comment_percentage,Maintainability Index Comment Percentage,a81fc79f-6ea8-409c-8690-f034ab9400d8,BinaryAnalysisPlatform__bap (sample analysis: 10 samples),Ocaml,ede232b0-ccfd-4be2-a200-86390d5852ad,10,10,file,lib/bare/bare.mli,,,,21800
